선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율,년도
김준완,NC,0.215,45,75,65,8,14,1,0,1,18,5,0,0,10,0,0,9,3,0.277,0.320,0.597,0,0.158,0.333,2020
지석훈,NC,0.207,87,142,121,22,25,8,0,1,36,12,2,2,15,0,2,33,4,0.298,0.300,0.598,5,0.214,0.333,2020
도태훈,NC,0.182,11,13,11,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0.182,0.308,0.490,0,0.333,0.0,2020
박준영,NC,0.152,32,51,46,4,7,4,0,0,11,3,0,0,2,0,3,17,2,0.239,0.235,0.474,1,0.231,0.111,2020
이상호,NC,0.131,82,65,61,18,8,1,0,0,9,4,1,0,3,0,0,5,2,0.148,0.172,0.320,0,0.267,0.143,2020
강동연,NC,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
김건태,NC,-,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
김진성,NC,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
박시원,NC,0.000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2020
배민서,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
배재환,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
서호철,NC,0.000,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2020
손정욱,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
송명기,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
원종현,NC,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
유영준,NC,0.000,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0.0,0.0,2020
홍성무,NC,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
페르난데스,두산,0.340,144,668,586,104,199,29,0,21,291,105,0,11,58,1,13,42,26,0.497,0.404,0.901,62,0.327,0.0,2020
허경민,두산,0.332,117,487,437,70,145,25,1,7,193,58,3,7,35,2,5,28,10,0.442,0.382,0.824,45,0.375,0.0,2020
오재일,두산,0.312,127,534,471,62,147,32,0,16,227,89,0,2,61,1,0,92,12,0.482,0.390,0.872,43,0.376,0.0,2020
최주환,두산,0.306,140,574,509,63,156,29,4,16,241,88,1,10,47,5,7,66,7,0.473,0.366,0.839,41,0.349,0.75,2020
박건우,두산,0.304,129,551,487,103,148,40,0,14,230,70,3,7,42,2,12,65,9,0.472,0.369,0.841,43,0.28,0.5,2020
정수빈,두산,0.298,141,559,490,84,146,17,8,5,194,59,7,5,55,3,2,56,10,0.396,0.368,0.764,39,0.265,1.0,2020
최용제,두산,0.295,28,49,44,9,13,0,1,0,15,9,1,0,4,0,0,8,2,0.341,0.354,0.695,1,0.353,0.333,2020
김재호,두산,0.289,120,458,402,48,116,15,1,2,139,39,2,5,45,1,4,45,17,0.346,0.362,0.708,29,0.252,0.0,2020
안권수,두산,0.270,68,41,37,10,10,0,0,0,10,3,1,1,2,0,0,5,1,0.270,0.300,0.570,2,0.091,0.0,2020
박세혁,두산,0.269,124,423,360,47,97,18,2,4,131,51,9,7,35,0,12,45,7,0.364,0.348,0.712,18,0.298,0.077,2020
김재환,두산,0.266,140,614,516,82,137,26,1,30,255,113,0,6,91,3,1,154,14,0.494,0.373,0.867,33,0.278,1.0,2020
조수행,두산,0.263,44,40,38,12,10,0,0,0,10,4,0,0,2,0,0,6,0,0.263,0.300,0.563,2,0.4,0.0,2020
권민석,두산,0.260,55,57,50,6,13,2,0,0,15,7,2,2,3,0,0,15,0,0.300,0.291,0.591,2,0.357,1.0,2020
이유찬,두산,0.258,101,108,89,30,23,2,1,0,27,6,2,1,14,0,2,25,2,0.303,0.368,0.671,3,0.219,1.0,2020
신성현,두산,0.250,9,7,4,2,1,1,0,0,2,0,0,0,3,0,0,3,0,0.500,0.571,1.071,0,0.0,0.333,2020
장승현,두산,0.250,23,22,20,5,5,3,0,0,8,3,0,0,1,0,1,6,2,0.400,0.318,0.718,1,0.286,0.0,2020
서예일,두산,0.240,40,29,25,4,6,2,0,0,8,1,0,1,3,0,0,7,0,0.320,0.310,0.630,0,0.0,0.5,2020
국해성,두산,0.233,46,94,86,10,20,1,0,3,30,17,0,1,6,2,1,21,2,0.349,0.287,0.636,3,0.296,0.278,2020
오재원,두산,0.232,85,174,155,25,36,7,1,5,60,27,1,2,16,0,0,49,3,0.387,0.301,0.688,8,0.214,0.25,2020
양찬열,두산,0.227,17,26,22,5,5,0,0,0,5,3,0,0,3,0,1,2,0,0.227,0.346,0.573,1,0.4,0.0,2020
김인태,두산,0.202,77,110,84,15,17,5,0,1,25,13,2,1,21,0,2,13,3,0.298,0.370,0.668,1,0.2,0.214,2020
백동훈,두산,0.188,27,19,16,5,3,1,0,0,4,0,0,0,1,0,2,4,0,0.250,0.316,0.566,0,0.0,0.0,2020
정상호,두산,0.163,42,92,86,3,14,6,0,0,20,8,3,1,2,0,0,29,4,0.233,0.180,0.413,4,0.154,0.5,2020
권휘,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
김강률,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
김민규,두산,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
박지훈,두산,0.000,10,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000,0.000,0.000,0,0.0,0.0,2020
오명진,두산,0.000,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2020
윤명준,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
이승민,두산,0.000,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2020
이영하,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
이형범,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
조제영,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
함덕주,두산,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
홍건희,두산,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
로하스,KT,0.349,142,628,550,116,192,39,1,47,374,135,0,8,65,5,5,132,11,0.680,0.417,1.097,58,0.351,0.0,2020
강백호,KT,0.330,129,574,500,95,165,36,1,23,272,89,0,3,66,9,5,93,7,0.544,0.411,0.955,48,0.32,0.5,2020
황재균,KT,0.312,134,600,541,108,169,35,5,21,277,97,3,4,47,0,5,98,12,0.512,0.370,0.882,49,0.324,0.5,2020
조용호,KT,0.296,132,482,409,73,121,15,0,0,136,32,5,2,64,1,2,83,6,0.333,0.392,0.725,29,0.317,0.364,2020
배정대,KT,0.289,144,615,533,88,154,25,3,13,224,65,5,4,68,0,5,142,9,0.420,0.372,0.792,42,0.277,0.0,2020
박경수,KT,0.281,119,391,324,33,91,17,0,13,147,59,3,7,48,2,9,96,14,0.454,0.381,0.835,20,0.268,0.111,2020
유한준,KT,0.280,119,428,386,48,108,17,0,11,158,64,1,1,40,2,0,51,9,0.409,0.347,0.756,25,0.309,0.278,2020
장성우,KT,0.278,130,455,400,39,111,15,0,13,165,79,10,6,38,0,1,64,15,0.413,0.337,0.750,30,0.31,0.286,2020
허도환,KT,0.264,52,62,53,2,14,1,0,0,15,5,1,0,6,0,2,15,2,0.283,0.361,0.644,2,0.333,0.2,2020
박승욱,KT,0.264,97,128,110,23,29,3,2,1,39,10,2,1,11,0,4,37,1,0.355,0.349,0.704,3,0.208,0.4,2020
문상철,KT,0.260,74,172,154,24,40,3,2,8,71,25,3,2,11,0,2,43,4,0.461,0.314,0.775,11,0.191,0.15,2020
김민혁,KT,0.239,108,249,222,35,53,5,2,5,77,25,2,1,22,0,2,42,4,0.347,0.312,0.659,13,0.21,0.143,2020
심우준,KT,0.235,144,535,476,58,112,16,3,3,143,51,16,4,37,0,2,98,7,0.300,0.291,0.591,28,0.258,0.0,2020
강민국,KT,0.224,81,120,107,16,24,3,0,0,27,9,6,0,7,0,0,20,0,0.252,0.272,0.524,4,0.357,0.25,2020
천성호,KT,0.203,66,77,69,9,14,3,0,0,17,1,0,0,7,0,1,15,0,0.246,0.286,0.532,2,0.167,0.0,2020
강현우,KT,0.200,26,32,30,2,6,2,0,1,11,3,0,0,2,0,0,11,1,0.367,0.250,0.617,1,0.286,0.0,2020
송민섭,KT,0.195,114,51,41,21,8,1,1,1,14,5,3,1,5,0,1,13,0,0.341,0.292,0.633,0,0.1,0.0,2020
이홍구,KT,0.190,49,96,84,5,16,2,0,3,27,8,2,1,6,0,3,26,3,0.321,0.266,0.587,3,0.231,0.333,2020
김병희,KT,0.143,29,22,21,4,3,0,0,1,6,2,0,1,0,0,0,7,0,0.286,0.136,0.422,1,0.0,0.0,2020
김민,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
김민수,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
김성훈,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
김재윤,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
김태훈,KT,0.000,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2020
류희운,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
문상인,KT,0.000,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2020
박준혁,KT,0.000,12,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000,0.000,0.000,0,0.0,0.0,2020
안현준,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
유원상,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
이대은,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
이보근,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
이상화,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
이창재,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
전유수,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
정주후,KT,0.000,10,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.500,0.500,0,0.0,0.0,2020
조병욱,KT,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
주권,KT,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
홍현빈,KT,0.000,40,24,18,5,0,0,0,0,0,1,1,0,5,1,0,5,0,0.000,0.217,0.217,0,0.0,0.0,2020
손호영,LG,0.367,23,31,30,9,11,2,0,0,13,3,0,0,1,0,0,6,2,0.433,0.387,0.820,3,0.5,0.0,2020
김현수,LG,0.331,142,619,547,98,181,35,2,22,286,119,0,7,63,7,2,53,9,0.523,0.397,0.920,51,0.446,0.0,2020
신민재,LG,0.308,68,32,26,26,8,1,0,0,9,5,2,0,4,0,0,4,1,0.346,0.400,0.746,1,0.4,0.0,2020
오지환,LG,0.300,141,591,527,95,158,41,7,10,243,71,5,5,45,1,9,116,4,0.461,0.362,0.823,41,0.293,0.333,2020
박용택,LG,0.300,97,236,217,22,65,15,0,2,86,35,0,4,15,1,0,34,7,0.396,0.339,0.735,12,0.328,0.25,2020
이형종,LG,0.296,81,323,287,41,85,17,2,17,157,50,0,2,27,1,7,61,7,0.547,0.368,0.915,23,0.288,0.143,2020
채은성,LG,0.293,109,464,416,59,122,17,2,15,188,88,0,7,32,1,9,69,12,0.452,0.351,0.803,35,0.352,0.2,2020
홍창기,LG,0.279,135,507,408,87,114,29,6,5,170,39,3,3,83,1,10,87,8,0.417,0.411,0.828,31,0.266,0.143,2020
라모스,LG,0.278,117,494,431,74,120,17,2,38,255,86,0,4,55,5,4,136,7,0.592,0.362,0.954,32,0.274,0.0,2020
김용의,LG,0.271,101,75,70,28,19,1,1,1,25,12,1,1,3,0,0,15,2,0.357,0.297,0.654,2,0.304,0.375,2020
박재욱,LG,0.267,15,17,15,0,4,0,0,0,4,1,1,0,0,0,1,4,2,0.267,0.313,0.580,1,0.333,0.0,2020
김민성,LG,0.266,87,333,297,29,79,20,0,5,114,47,4,4,24,2,4,66,8,0.384,0.325,0.709,20,0.321,0.0,2020
유강남,LG,0.261,137,478,429,51,112,18,0,16,178,74,2,2,32,1,13,84,18,0.415,0.330,0.745,23,0.352,0.375,2020
이천웅,LG,0.256,89,359,312,44,80,11,2,3,104,36,2,6,35,0,4,44,7,0.333,0.333,0.666,26,0.279,0.0,2020
백승현,LG,0.250,27,39,28,5,7,1,0,0,8,2,6,0,4,0,1,8,0,0.286,0.364,0.650,1,0.5,0.0,2020
정주현,LG,0.247,134,371,328,50,81,10,4,4,111,30,9,2,29,0,3,63,6,0.338,0.312,0.650,20,0.253,0.0,2020
양석환,LG,0.246,40,132,118,8,29,5,0,3,43,13,2,0,10,0,2,25,1,0.364,0.315,0.679,7,0.313,1.0,2020
김호은,LG,0.243,69,112,103,12,25,5,0,2,36,11,0,0,7,0,2,14,2,0.350,0.304,0.654,4,0.276,0.235,2020
정근우,LG,0.240,72,177,154,23,37,4,0,1,44,14,3,1,17,1,2,23,4,0.286,0.322,0.608,6,0.209,0.231,2020
이성우,LG,0.234,72,88,77,7,18,1,0,3,28,11,5,0,6,0,0,14,3,0.364,0.289,0.653,3,0.316,0.0,2020
장준원,LG,0.217,46,68,60,10,13,3,0,1,19,6,1,1,6,0,0,7,2,0.317,0.284,0.601,3,0.154,1.0,2020
전민수,LG,0.200,4,6,5,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0.200,0.333,0.533,0,0.0,0.0,2020
구본혁,LG,0.163,125,98,86,20,14,0,1,1,19,7,3,0,7,0,2,18,2,0.221,0.242,0.463,3,0.208,0.0,2020
이재원,LG,0.050,16,22,20,1,1,0,0,0,1,0,0,0,2,0,0,11,0,0.050,0.136,0.186,0,0.0,0.0,2020
김대현,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
남호,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
류원석,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
박지규,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
백청훈,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
송은범,LG,-,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
이우찬,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
이정용,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
이찬혁,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
정우영,LG,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
진해수,LG,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
최동환,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
최성훈,LG,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
최재원,LG,0.000,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.000,0.000,0.000,0,0.0,0.0,2020
한석현,LG,0.000,9,3,2,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0.000,0.333,0.333,0,0.0,0.0,2020
이정후,키움,0.349,142,627,553,85,193,36,10,23,318,113,0,3,66,12,5,32,10,0.575,0.421,0.996,58,0.387,0.333,2020
김혜성,키움,0.318,129,566,516,81,164,18,7,4,208,48,0,3,47,3,0,83,9,0.403,0.373,0.776,43,0.295,0.0,2020
푸이그,키움,0.277,126,547,473,65,131,30,0,21,224,73,0,4,58,1,12,100,6,0.474,0.367,0.841,37,0.268,0.0,2020
임지열,키움,0.275,40,148,131,16,36,6,0,1,45,15,3,2,10,0,2,43,2,0.344,0.331,0.675,10,0.306,0.5,2020
김태진,키움,0.268,77,276,254,37,68,5,1,0,75,20,3,1,17,0,1,30,4,0.295,0.315,0.610,18,0.211,0.4,2020
이지영,키움,0.267,137,450,420,38,112,13,4,2,139,37,8,0,20,2,2,44,16,0.331,0.303,0.634,26,0.262,0.364,2020
이명기,키움,0.250,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.250,0.250,0.500,0,0.0,0.0,2020
이재홍,키움,0.250,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.250,0.250,0.500,0,0.0,0.0,2020
송성문,키움,0.247,142,601,547,67,135,21,4,13,203,79,1,7,45,6,1,65,8,0.371,0.302,0.673,31,0.269,0.0,2020
김웅빈,키움,0.226,45,135,115,17,26,5,1,1,36,11,3,0,13,1,4,38,2,0.313,0.326,0.639,4,0.129,0.231,2020
박주홍,키움,0.224,21,57,49,4,11,1,1,0,14,3,0,0,8,1,0,18,1,0.286,0.333,0.619,2,0.111,0.0,2020
김휘집,키움,0.222,112,393,333,40,74,12,1,8,112,36,3,4,39,0,14,115,6,0.336,0.326,0.662,14,0.177,0.0,2020
박찬혁,키움,0.211,52,175,161,13,34,5,0,6,57,17,0,0,9,0,5,67,1,0.354,0.274,0.628,4,0.237,0.0,2020
김재현,키움,0.207,56,88,82,4,17,4,0,1,24,9,2,1,2,0,1,19,3,0.293,0.233,0.526,3,0.286,0.0,2020
전병우,키움,0.203,115,231,197,14,40,7,0,5,62,21,9,1,17,0,7,68,5,0.315,0.288,0.603,9,0.103,0.286,2020
김주형,키움,0.200,55,130,110,16,22,7,1,1,34,5,2,1,4,0,13,29,4,0.309,0.305,0.614,4,0.0,0.5,2020
이용규,키움,0.199,86,326,271,34,54,6,0,0,60,21,1,2,45,0,7,42,7,0.221,0.326,0.547,12,0.211,0.154,2020
김준완,키움,0.192,111,398,317,43,61,10,2,1,78,28,6,3,64,0,8,71,4,0.246,0.339,0.585,12,0.219,0.0,2020
이병규,키움,0.184,24,40,38,7,7,1,1,0,10,5,0,0,2,0,0,11,0,0.263,0.225,0.488,1,0.25,0.0,2020
김수환,키움,0.179,57,168,140,18,25,6,0,4,43,14,3,1,21,0,3,56,0,0.307,0.297,0.604,5,0.107,0.167,2020
이주형,키움,0.169,32,85,71,7,12,0,0,1,15,8,0,1,10,0,3,27,0,0.211,0.294,0.505,0,0.143,0.111,2020
박준태,키움,0.157,52,84,70,9,11,4,0,1,18,10,1,0,11,0,2,33,0,0.257,0.289,0.546,0,0.235,0.0,2020
신준우,키움,0.140,76,54,43,6,6,3,0,0,9,0,2,0,7,0,2,19,0,0.209,0.288,0.497,0,0.091,0.0,2020
예진원,키움,0.100,20,14,10,0,1,0,0,0,1,0,1,0,3,0,0,3,0,0.100,0.308,0.408,0,0.0,0.0,2020
김시앙,키움,0.083,13,14,12,1,1,0,0,0,1,0,1,0,1,0,0,8,1,0.083,0.154,0.237,0,0.0,0.0,2020
강민국,키움,0.000,3,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.000,0.250,0.250,0,0.0,0.0,2020
김성진,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
김태훈,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
노운현,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
박승주,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
박주성,키움,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
애플러,키움,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
하영민,키움,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0,2020
